metric,value
dataset_path,beta5.0_n3.0_noise0.05_seed1
beta_true,5.000000
n_true,3.000000
beta_estimated,5.013852
n_estimated,2.989981
beta_abs_error,0.013852
n_abs_error,0.010019
beta_rel_error,0.002770
n_rel_error,0.003340
parameter_rel_error,0.003055
state_rmse,0.016647
observation_stride,-1
observation_count,25
observed_components,"0,1,2"
train_iterations,10000
random_seed,1
