metric,value
dataset_path,beta8.0_n3.0_noise0.05_seed1
beta_true,8.000000
n_true,3.000000
beta_estimated,7.963850
n_estimated,3.003219
beta_abs_error,0.036150
n_abs_error,0.003219
beta_rel_error,0.004519
n_rel_error,0.001073
parameter_rel_error,0.002796
state_rmse,0.014915
observation_stride,1
observation_count,1000
observed_components,"0,1,2"
train_iterations,10000
random_seed,1
