metric,value
dataset_path,beta5.0_n3.0_noise0.05_seed0
beta_true,5.000000
n_true,3.000000
beta_estimated,4.947894
n_estimated,3.018564
beta_abs_error,0.052106
n_abs_error,0.018564
beta_rel_error,0.010421
n_rel_error,0.006188
parameter_rel_error,0.008305
state_rmse,0.017351
observation_stride,-1
observation_count,25
observed_components,"0,1,2"
train_iterations,10000
random_seed,0
