metric,value
dataset_path,beta8.0_n1.5_noise0.05_seed2
beta_true,8.000000
n_true,1.500000
beta_estimated,6.025374
n_estimated,0.930597
beta_abs_error,1.974626
n_abs_error,0.569403
beta_rel_error,0.246828
n_rel_error,0.379602
parameter_rel_error,0.313215
state_rmse,0.023918
observation_stride,1
observation_count,1000
observed_components,"0,1,2"
train_iterations,10000
random_seed,2
