metric,value
dataset_path,beta5.0_n1.5_noise0.05_seed4
beta_true,5.000000
n_true,1.500000
beta_estimated,4.777136
n_estimated,1.357304
beta_abs_error,0.222864
n_abs_error,0.142696
beta_rel_error,0.044573
n_rel_error,0.095131
parameter_rel_error,0.069852
state_rmse,0.011020
observation_stride,1
observation_count,1000
observed_components,"0,1,2"
train_iterations,10000
random_seed,4
