metric,value
dataset_path,beta5.0_n3.0_noise0.05_seed0
beta_true,5.000000
n_true,3.000000
beta_estimated,8.695346
n_estimated,3.243395
beta_abs_error,3.695346
n_abs_error,0.243395
beta_rel_error,0.739069
n_rel_error,0.081132
parameter_rel_error,0.410100
state_rmse,0.227002
observation_stride,1
observation_count,1000
observed_components,"0,1,2"
train_iterations,2000
random_seed,0
