metric,value
dataset_path,beta5.0_n3.0_noise0.05_seed3
beta_true,5.000000
n_true,3.000000
beta_estimated,5.048972
n_estimated,2.996938
beta_abs_error,0.048972
n_abs_error,0.003062
beta_rel_error,0.009794
n_rel_error,0.001021
parameter_rel_error,0.005408
state_rmse,0.031264
observation_stride,-1
observation_count,10
observed_components,"0,1,2"
train_iterations,10000
random_seed,3
