metric,value
dataset_path,beta5.0_n3.0_noise0.2_seed2
beta_true,5.000000
n_true,3.000000
beta_estimated,4.958369
n_estimated,3.031212
beta_abs_error,0.041631
n_abs_error,0.031212
beta_rel_error,0.008326
n_rel_error,0.010404
parameter_rel_error,0.009365
state_rmse,0.016339
observation_stride,1
observation_count,1000
observed_components,"0,1,2"
train_iterations,10000
random_seed,2
