metric,value
dataset_path,beta8.0_n1.5_noise0.05_seed0
beta_true,8.000000
n_true,1.500000
beta_estimated,6.001198
n_estimated,0.923087
beta_abs_error,1.998802
n_abs_error,0.576913
beta_rel_error,0.249850
n_rel_error,0.384609
parameter_rel_error,0.317230
state_rmse,0.022640
observation_stride,1
observation_count,1000
observed_components,"0,1,2"
train_iterations,10000
random_seed,0
