metric,value
dataset_path,beta5.0_n3.0_noise0.05_seed2
beta_true,5.000000
n_true,3.000000
beta_estimated,4.987070
n_estimated,3.012142
beta_abs_error,0.012930
n_abs_error,0.012142
beta_rel_error,0.002586
n_rel_error,0.004047
parameter_rel_error,0.003317
state_rmse,0.012218
observation_stride,-1
observation_count,50
observed_components,"0,1,2"
train_iterations,10000
random_seed,2
