metric,value
dataset_path,beta5.0_n3.0_noise0.05_seed2
beta_true,5.000000
n_true,3.000000
beta_estimated,4.992407
n_estimated,3.013910
beta_abs_error,0.007593
n_abs_error,0.013910
beta_rel_error,0.001519
n_rel_error,0.004637
parameter_rel_error,0.003078
state_rmse,0.021452
observation_stride,-1
observation_count,25
observed_components,"0,1,2"
train_iterations,10000
random_seed,2
