metric,value
dataset_path,beta8.0_n1.5_noise0.05_seed1
beta_true,8.000000
n_true,1.500000
beta_estimated,5.934028
n_estimated,0.895626
beta_abs_error,2.065972
n_abs_error,0.604374
beta_rel_error,0.258247
n_rel_error,0.402916
parameter_rel_error,0.330581
state_rmse,0.021704
observation_stride,1
observation_count,1000
observed_components,"0,1,2"
train_iterations,10000
random_seed,1
