metric,value
dataset_path,beta8.0_n3.0_noise0.05_seed3
beta_true,8.000000
n_true,3.000000
beta_estimated,8.007105
n_estimated,2.988667
beta_abs_error,0.007105
n_abs_error,0.011333
beta_rel_error,0.000888
n_rel_error,0.003778
parameter_rel_error,0.002333
state_rmse,0.052692
observation_stride,1
observation_count,1000
observed_components,"0,1,2"
train_iterations,10000
random_seed,3
