metric,value
dataset_path,beta5.0_n3.0_noise0.05_seed3
beta_true,5.000000
n_true,3.000000
beta_estimated,5.018100
n_estimated,3.005049
beta_abs_error,0.018100
n_abs_error,0.005049
beta_rel_error,0.003620
n_rel_error,0.001683
parameter_rel_error,0.002652
state_rmse,0.018654
observation_stride,-1
observation_count,100
observed_components,"0,1,2"
train_iterations,10000
random_seed,3
