metric,value
dataset_path,beta5.0_n3.0_noise0.05_seed4
beta_true,5.000000
n_true,3.000000
beta_estimated,4.875640
n_estimated,2.988549
beta_abs_error,0.124360
n_abs_error,0.011451
beta_rel_error,0.024872
n_rel_error,0.003817
parameter_rel_error,0.014344
state_rmse,0.033097
observation_stride,-1
observation_count,10
observed_components,"0,1,2"
train_iterations,10000
random_seed,4
