metric,value
dataset_path,beta5.0_n3.0_noise0.05_seed4
beta_true,5.000000
n_true,3.000000
beta_estimated,5.002850
n_estimated,2.985477
beta_abs_error,0.002850
n_abs_error,0.014523
beta_rel_error,0.000570
n_rel_error,0.004841
parameter_rel_error,0.002705
state_rmse,0.012589
observation_stride,-1
observation_count,50
observed_components,"0,1,2"
train_iterations,10000
random_seed,4
