metric,value
dataset_path,beta5.0_n3.0_noise0.05_seed1
beta_true,5.000000
n_true,3.000000
beta_estimated,4.975762
n_estimated,2.995989
beta_abs_error,0.024238
n_abs_error,0.004011
beta_rel_error,0.004848
n_rel_error,0.001337
parameter_rel_error,0.003092
state_rmse,0.011849
observation_stride,-1
observation_count,100
observed_components,"0,1,2"
train_iterations,10000
random_seed,1
